0 , 0.244312 , 8560.667764837315 , 0.306 , 5196.175204390441
1 , 0.24587999999999993 , 8467.93602646323 , 0.306 , 5196.175204390441
2 , 0.256584 , 7490.729642366121 , 0.3064 , 5673.719398417333
3 , 0.258152 , 6331.641718719437 , 0.3064 , 5673.719398417333
4 , 0.264112 , 6047.52070881462 , 0.3064 , 5673.719398417333
5 , 0.2676720000000001 , 5663.999519822069 , 0.3064 , 5680.840647072257
6 , 0.269176 , 6204.168878339038 , 0.3136 , 4565.391727495467
7 , 0.267816 , 7029.775397176431 , 0.3136 , 4565.391727495467
8 , 0.26983999999999997 , 6560.185733254106 , 0.3178 , 5481.814848236233
9 , 0.270192 , 5768.5660529054085 , 0.3178 , 5481.814848236233
9 , 0.270232 , 6056.984623626149 , 0.3178 , 5481.814848236233
