0 , 0.24020800000000006 , 6780.087853474322 , 0.2116 , 2961.7447822665927
1 , 0.24224 , 6018.375980168588 , 0.2116 , 2961.7447822665927
2 , 0.24582399999999996 , 5908.311225297501 , 0.2116 , 2961.7447822665927
3 , 0.256496 , 5743.009370887561 , 0.2116 , 2961.7447822665927
4 , 0.254216 , 5676.120292135768 , 0.2116 , 2961.7447822665927
5 , 0.25180800000000003 , 6201.871340408556 , 0.2116 , 2961.7447822665927
6 , 0.248416 , 5859.699110488915 , 0.2702 , 2448.0515483777162
7 , 0.250824 , 5717.4941938389165 , 0.334 , 1990.169192217214
8 , 0.24983200000000003 , 5239.079518331422 , 0.334 , 1990.169192217214
9 , 0.25850399999999996 , 5061.017070521948 , 0.334 , 1990.169192217214
9 , 0.26452000000000003 , 5340.788094459845 , 0.3368 , 1981.1588095879954
